duration,shap_duration,credit_amount,shap_credit_amount,installment_rate,shap_installment_rate,present_residence,shap_present_residence,age,shap_age,number_credits,shap_number_credits,people_liable,shap_people_liable,foreign_worker,shap_foreign_worker,checking_status,shap_checking_status,credit_history,shap_credit_history,purpose,shap_purpose,savings_status,shap_savings_status,employment,shap_employment,personal_status,shap_personal_status,other_parties,shap_other_parties,property_magnitude,shap_property_magnitude,other_payment_plans,shap_other_payment_plans,housing,shap_housing,job,shap_job,own_telephone,shap_own_telephone,label,pred_proba,pred_label
15,-0.013135029,1360,-0.00063067116,4,0.031033877,2,0.029812224,31,0.014173916,2,0.004911393,1,-0.00045113266,1,-0.00067924254,1,0.01048163,1,0.007838722,4,-0.038004935,2,0.08084147,3,0.039577,5,0.11266415,1,-0.001326474,3,-0.079358235,3,0.0059455875,3,0.015179692,3,-0.008016147,1,0.01906764,1,0.60991645,1
48,-0.05659599,5381,-0.0056386134,3,0.021196527,4,0.09324212,40,0.027276076,1,0.0010784133,1,0.0002651587,1,-0.00056082616,3,-0.077677846,3,0.07364733,0,-0.10719028,1,-0.041451678,1,0.026916735,5,0.11778668,1,-0.0021499898,1,-0.0444377,1,-0.09759713,1,0.044353873,1,0.059048213,2,0.039729603,1,0.5323527,1
12,-0.005370088,2748,-0.0038480721,2,0.011837742,4,0.08145406,57,0.044857666,3,0.007817693,1,-0.0019658618,1,-9.168405e-05,1,0.00904929,1,0.004467258,7,0.09534845,2,0.074876264,5,0.0612094,2,0.006233571,1,0.0033882326,1,-0.04211522,1,-0.08239993,1,0.03443507,2,-0.008456264,1,0.016347945,1,0.64594495,1
4,0.00039626868,1494,-0.0021736985,1,-0.00029123668,2,0.030560683,29,0.012027254,1,-0.00041601807,2,-0.056153685,2,-0.079207875,4,0.0841272,3,0.07529489,1,-0.078180306,1,-0.039466992,2,-0.056423128,5,0.11670987,1,-0.0011414336,4,0.0858115,3,0.0073115136,3,0.017325958,2,-0.011000996,1,0.019636149,1,0.558876,1
21,-0.019246591,3275,-0.0044295527,1,0.0002186615,4,0.08852205,36,0.020813318,1,-9.0863556e-05,1,0.00035461225,1,0.00026609004,1,0.0076409997,1,0.0076582357,2,-0.114533484,2,0.0765894,5,0.06002438,5,0.1056778,1,-0.0019892738,2,-0.026228927,3,0.004832902,3,0.013469409,4,0.0086496305,2,0.0411665,1,0.62851256,1
24,-0.025323436,9277,-0.011863673,2,0.01092964,4,0.09346702,48,0.03755513,1,4.651025e-05,1,-0.00011809915,1,0.00049536675,1,0.01050526,3,0.07724505,2,-0.12743329,1,-0.04226829,3,0.04232906,1,-4.2219996e-05,1,-0.0011387225,1,-0.045216575,3,0.0067731394,1,0.044432797,3,-0.008781536,2,0.040325142,1,0.5475921,1
24,-0.01791757,2978,-0.004282996,4,0.023105677,4,0.0760217,32,0.01427855,2,0.0025086533,2,-0.04724151,1,0.00033733808,1,0.0054197162,0,0.033851754,10,0.04452438,1,-0.03281124,3,0.03038615,5,0.10033732,1,-0.0034560182,4,0.078224964,3,0.004253676,3,0.017736787,3,-0.010241458,2,0.038019057,1,0.66668266,1
24,-0.022521785,5150,-0.0045275986,4,0.022665512,4,0.0594451,33,0.0032471938,1,-0.0065061087,1,-0.0006907657,1,-0.00028011203,1,0.012153206,1,0.011345451,3,0.11587995,2,0.070795365,5,0.04605123,5,0.089364946,1,-0.007367566,2,-0.017571546,3,0.0030376872,3,0.01292811,3,-0.01572103,2,0.035465524,1,0.69029427,1
18,-0.014364324,750,-0.0057856813,4,0.025103603,1,0.0067699794,27,0.016904818,1,-0.0020630863,1,-0.0024274956,1,0.0040874165,2,0.06349676,3,0.06722474,7,0.06784456,2,0.03911322,1,0.00769125,2,0.0010548471,1,0.013206595,4,0.083410956,3,0.004436613,3,0.0012095831,1,0.0390865,1,0.008994754,1,0.6978544,1
9,0.006017331,2118,0.0006106086,2,-0.00560013,2,-0.028106734,37,-0.02032616,1,-0.0020079622,2,0.050479118,1,-0.00039064698,3,0.06491032,3,-0.07023184,4,0.037598114,2,-0.07501536,3,-0.041572765,5,-0.111154795,1,0.0040030554,4,-0.07519681,3,-0.004003502,3,-0.01737264,2,0.013056337,1,-0.01652743,0,0.63848025,1
12,-0.010270955,1934,-0.0017688163,2,0.010743402,2,0.027919313,26,0.009430956,2,0.0065487563,1,-0.00092142064,1,0.00011150725,1,0.009582005,1,0.0069730217,4,-0.04004498,2,0.08020251,5,0.061399154,5,0.10978439,1,-0.0030526035,1,-0.0438931,3,0.007823033,3,0.01590269,3,-0.006911841,1,0.018780319,1,0.6233482,1
24,-0.024423892,2964,-0.0034071058,4,0.031161146,4,0.091473974,49,0.03860324,1,0.00021108054,2,-0.05529873,1,0.00044559687,2,0.07534165,3,0.07515277,2,-0.122283116,1,-0.040440306,5,0.06208527,5,0.11202687,1,0.0015288573,1,-0.045755498,1,-0.09584987,1,0.044738572,3,-0.010287495,2,0.040937327,1,0.5839551,1
12,-0.008241825,639,-0.004234351,4,0.031788312,2,0.030364137,30,0.010246431,1,0.004383075,1,0.0042262375,1,-0.002838429,3,-0.07156649,3,0.054148693,6,0.061503332,2,0.07205493,3,0.039108228,5,0.10098148,1,1.713913e-05,2,-0.019614425,3,0.0058879238,3,0.015123596,3,-0.006450433,1,0.021888347,1,0.6603067,1
45,-0.052630633,4746,-0.0061212187,4,0.03241784,2,0.03150657,25,0.00793305,2,0.0055230055,1,-0.00022577401,1,0.0004466679,3,-0.07971092,1,0.0066651213,4,-0.039964586,2,0.08419366,2,-0.058244243,5,0.11782755,1,-0.00030194852,3,-0.08465202,3,0.0059164753,3,0.015920887,2,-0.00872964,1,0.020470986,1,0.49589786,0
24,-0.02418614,947,-0.0005477518,4,0.029284261,3,0.058737136,38,0.023198564,1,-0.00047489628,2,-0.049124844,1,-0.002393607,4,0.08154169,3,0.06619927,1,-0.07269441,2,0.08158548,4,0.026529301,5,0.11054316,1,-0.000537036,1,-0.045481395,1,-0.09058957,1,0.03987894,3,-0.006763816,1,0.01898665,1,0.61644644,1
48,-0.05190576,3578,-0.005156867,4,0.030358661,1,0.0009989692,47,0.032864172,1,0.0003892649,1,0.00044844486,1,-0.0012974571,1,0.008787116,1,0.0057826666,4,-0.038499873,1,-0.035455465,5,0.061918467,5,0.11000002,1,-0.0005578861,4,0.082825005,3,0.0057574473,3,0.017171888,3,-0.009694573,2,0.037344996,1,0.6204053,1
48,-0.03886138,3051,-0.0044038445,3,0.004910987,4,0.06788324,54,0.035983063,1,-0.0036343317,1,0.0019161291,1,-0.00025719032,2,0.063485585,3,0.08184375,5,0.057644196,2,0.076508164,3,0.043477524,5,0.07663291,1,-0.001557902,2,-0.047014855,3,0.00025610998,3,0.022509348,3,-0.020247003,1,0.0011589876,1,0.6949951,1
18,-0.01576469,3650,-0.0045212433,1,0.00072578155,4,0.082481325,22,0.0049875826,1,0.0001780456,1,-0.001978375,1,-0.0009895561,2,0.07178012,3,0.06450607,3,0.10541953,2,0.07516967,2,-0.04697977,2,0.0097101275,1,-0.00064361095,2,-0.02532188,3,0.00651538,2,-0.030013492,3,-0.01104085,1,0.017732188,1,0.643598,1
12,-0.0074765976,385,-0.0036958754,4,0.02913879,3,0.04865911,58,0.039634876,4,0.021487586,1,-0.005077528,1,-0.004914572,2,0.07192579,1,0.018812327,4,-0.021294702,2,0.05713856,4,0.018346868,2,0.0071253944,1,-0.0035314483,4,0.06514686,3,0.013544628,3,0.019963205,2,-0.019567575,2,0.027319392,1,0.675349,1
10,-0.0067401878,2069,-0.0010849461,2,0.009131681,1,0.00064094923,26,0.00789801,2,0.0018361155,1,0.0017781928,2,-0.07655331,1,0.010037961,1,0.0062801866,3,0.11106275,1,-0.03884923,3,0.04299782,3,-0.24005988,1,-0.0021627487,2,-0.026542204,3,0.006060839,3,0.014468126,3,-0.010732875,1,0.01905457,1,0.41196507,0
24,0.01938022,4870,0.0078162365,3,-0.018662678,4,-0.076030694,53,-0.040858176,2,-0.0076305065,2,0.048180617,1,-0.0017550606,2,-0.07193789,0,-0.032656197,1,0.067982264,2,-0.073545285,3,-0.039163202,5,-0.10866082,1,-0.00020542368,1,0.037176926,3,0.0029029585,1,-0.036774818,3,0.0067641027,1,-0.012047821,0,0.6562349,1
12,-0.009227664,5801,-0.008624336,2,0.0101391785,4,0.08665426,49,0.03651466,1,-0.0008288417,1,0.0023296364,1,0.00045709684,1,0.0032334342,1,0.009434617,3,0.10894854,1,-0.0326529,5,0.053184956,5,0.10745558,1,-0.00014893431,3,-0.06947127,3,0.0034657083,2,-0.035910092,3,-0.0133835245,2,0.03597225,1,0.6369602,1
24,-0.02571377,4042,-0.004084156,3,0.020975947,4,0.09367725,43,0.031519204,2,0.00539215,1,-0.00022722408,1,0.000121051446,1,0.009293184,1,0.00637687,2,-0.12559512,1,-0.04173876,4,0.023732755,5,0.11899703,1,0.00034128176,3,-0.08421543,3,0.006444426,3,0.015620554,3,-0.009909388,2,0.0418185,1,0.5381166,1
6,0.0029482474,14555,0.018288627,1,-2.1234155e-06,2,-0.031341538,23,-0.0045328652,1,0.00018475577,1,0.00011771498,1,-0.0002557747,3,0.07771852,3,-0.07602334,1,0.07947262,1,0.0422771,1,-0.026500048,5,-0.117562555,1,0.0019528307,3,0.083330356,3,-0.006657308,3,-0.016652945,1,-0.0598657,2,-0.040319342,0,0.53343886,1
12,0.00991651,1736,0.0038815215,3,-0.01324349,4,-0.07959363,31,-0.014483535,1,0.011673652,1,-0.0075128037,1,0.003718827,1,-0.0020788647,3,-0.076668926,3,-0.061932456,2,-0.07828892,4,-0.023892496,2,-0.0053749266,1,0.0013524792,4,-0.06679449,3,0.0007967218,3,-0.011334328,2,0.010185399,1,-0.015951993,0,0.6938885,1
15,-0.013625863,1569,-0.0020097177,4,0.032893896,4,0.0941997,34,0.01964916,1,-0.0004659351,2,-0.056452297,1,-7.0896e-05,1,0.012802843,4,-0.018634347,4,-0.03981734,3,-0.03816336,5,0.06359958,5,0.117904104,1,-0.0003694374,2,-0.028627641,1,-0.09606653,3,0.01545192,2,-0.010208815,1,0.019610882,1,0.5325314,1
9,0.004705425,2799,0.0020749383,2,-0.0102774305,2,-0.027466208,36,-0.017082058,2,-0.005960325,2,0.04759085,1,0.00058366545,2,-0.07421928,1,-0.00952678,1,0.075522974,2,-0.075696856,3,-0.035222504,5,-0.10383282,1,0.0003144713,4,-0.079246774,3,-0.0045535774,2,0.032331385,3,0.009901726,1,-0.017011136,0,0.6367419,1
10,-0.0075798105,2901,-0.0039179325,1,-0.00032776874,4,0.09434883,31,0.0154170375,1,0.00029647257,1,-0.00055191666,1,-7.806346e-05,1,0.011603407,3,0.07627175,2,-0.12700628,1,-0.041135732,2,-0.058732267,2,0.012080534,1,-0.00097114965,4,0.08806856,3,0.005684525,2,-0.04139987,3,-0.009286084,1,0.019804401,1,0.51306874,1
24,0.02570189,3512,0.0037456225,2,-0.010891067,3,-0.0635462,38,-0.024303097,2,-0.0051660948,1,-0.000418365,1,3.8444297e-05,3,0.07898971,3,-0.07720232,1,0.08087471,3,0.04070571,4,-0.024341265,5,-0.117060095,1,0.00014065218,2,0.026982605,1,0.09845112,3,-0.016287457,3,0.008378495,2,-0.040784862,0,0.5047732,1
48,0.055328764,12749,0.015800267,4,-0.032171912,1,-0.00017503835,37,-0.023194842,1,0.00014152897,1,0.00029357243,1,-0.0002887994,1,-0.011327903,0,-0.044326168,4,0.038517043,4,0.0383076,4,-0.023845833,5,-0.1166161,1,0.0010785563,2,0.02602686,3,-0.0062807193,3,-0.015717931,4,-0.009376773,2,-0.040191695,0,0.5703181,1
6,-0.0037250072,1209,-0.0006428212,4,0.028877549,4,0.08750978,47,0.03386571,1,-0.0012259898,1,-0.00048309006,1,8.953735e-05,3,-0.07208372,0,0.042249966,1,-0.07508865,2,0.08133249,1,0.027241249,5,0.10836318,1,-0.0001428742,3,-0.08163199,3,0.007692588,3,0.01419377,4,0.011143675,2,0.039597385,1,0.6180728,1
12,-0.009683767,3016,-0.0043903664,3,0.021625869,1,-0.0004539471,24,0.006444351,1,0.0012549283,1,-0.00026323646,1,0.0011174455,4,0.08375046,3,0.07492038,4,-0.04000481,2,0.08184531,3,0.03901665,3,-0.2426923,1,-0.0010949976,2,-0.025995301,3,0.0077050566,3,0.015902543,3,-0.008231795,1,0.01866093,1,0.5064938,1
12,-0.0075777117,652,-0.0022999682,4,0.026833717,4,0.07112216,24,0.008422607,1,-0.0038397205,1,-0.00024111476,1,-4.4394284e-05,2,0.07456434,3,0.073035635,3,0.09229133,2,0.0672782,5,0.05066092,2,0.008080902,1,0.0028445546,3,-0.06091506,3,0.005902503,2,-0.0345343,3,-0.016873812,1,0.012118139,1,0.67277616,1
36,-0.038161755,4686,-0.0043764897,2,0.010844866,2,0.02849225,32,0.014062561,1,0.0013952563,1,1.542503e-05,1,0.0026224013,1,0.012028617,3,0.07163667,2,-0.1109625,2,0.07622882,3,0.039579794,5,0.10924083,1,-0.00018591993,1,-0.04448767,3,0.00211791,1,0.038628347,4,0.0069836527,2,0.037348192,1,0.6208632,1
18,0.016843934,1530,0.002576558,3,-0.020850753,2,-0.03095217,32,-0.016969688,2,-0.005179342,1,-2.3126602e-05,1,0.00016656332,1,-0.010870708,1,-0.0069335895,1,0.080651015,2,-0.08465173,3,-0.041547686,5,-0.115347415,1,0.00026430562,3,0.08172282,1,0.09571983,3,-0.014671287,3,0.0076594735,1,-0.019794542,0,0.537799,1
20,0.014928164,4272,0.0050972253,1,-0.0011963891,4,-0.080384344,24,-0.0057559917,2,-0.005668273,1,0.0019945912,1,0.0010223836,2,-0.06271019,1,-0.007733591,3,-0.10488245,2,-0.07914221,5,-0.05365438,2,-0.0032757847,1,-0.0012652178,3,0.06927034,3,-0.0013812575,3,-0.016423475,3,0.01543698,1,-0.021736752,0,0.65971637,1
12,0.010197772,958,0.0017507784,2,-0.010735331,3,-0.05842241,47,-0.032547627,2,-0.004554227,2,0.054948695,1,-0.00040688273,3,0.07224403,1,-0.008389664,1,0.07200227,2,-0.078988336,4,-0.02619131,5,-0.112564646,1,0.001954207,4,-0.082941614,3,-0.0056839418,3,-0.017141894,2,0.011108808,1,-0.015855981,0,0.6100554,1
48,-0.05396406,3914,-0.005426353,4,0.03200609,2,0.030318659,38,0.023908019,1,-0.0012545753,1,-1.882948e-05,1,0.00075603276,1,0.011265934,3,0.07372278,10,0.041412383,1,-0.041135803,3,0.03951965,1,0.00014734361,1,-0.0009445222,4,0.086003356,1,-0.09152165,3,0.016729217,3,-0.008595469,1,0.019281154,1,0.5821313,1
18,0.010217247,7374,0.008240722,4,-0.023870297,4,-0.076941065,40,-0.02110092,2,-0.013880756,1,0.0025885105,1,-0.0032555554,3,0.07215037,1,-0.005119955,3,-0.0768743,2,-0.06821038,1,-0.022412617,5,-0.10281588,1,-0.0059880903,3,0.07303201,2,-0.07425254,3,-0.014101939,4,-0.008358766,2,-0.030889535,0,0.67935234,1
12,-0.010010993,625,-0.0009428449,4,0.029714257,1,-0.00014032703,26,0.008475713,1,0.0019702455,1,-0.0014313795,1,-0.00057364255,3,-0.07504584,3,0.06478084,4,-0.03406754,2,0.07564181,2,-0.05620563,3,-0.23054798,3,0.02575349,4,0.08174793,1,-0.09040503,3,0.012095543,2,-0.008207543,1,0.017294407,1,0.40297118,0
48,0.050251555,10222,0.012520377,4,-0.030106772,3,-0.058692075,37,-0.02047657,1,-0.00027963147,1,0.0005381508,1,0.0010060547,1,-0.0090078665,3,-0.06998804,4,0.035431556,1,0.034181476,4,-0.022355434,5,-0.10837669,1,0.0015925718,2,0.02667602,2,-0.08312615,3,-0.0126918005,3,0.007137425,2,-0.0383756,0,0.6353859,1
48,-0.04753588,3931,-0.0017217472,4,0.02703419,4,0.08138631,46,0.027814059,1,-0.0014505528,2,-0.047127955,1,0.0038214214,2,0.06551142,3,0.06367253,1,-0.070563994,2,0.07076943,4,0.021306584,5,0.10189665,1,0.0027425569,1,-0.04148243,3,0.0031488687,1,0.039291054,3,-0.006408642,1,0.02582049,1,0.6508913,1
48,0.04927176,6110,0.00595288,1,-0.0009785611,3,-0.054088157,31,-0.014167664,1,-0.0006970726,1,-0.0030886382,1,0.0012272,1,-0.0086362185,1,-0.008875772,7,-0.08950439,2,-0.07576381,3,-0.035953917,5,-0.10599081,1,0.0012883064,1,0.045207128,1,0.09038803,1,-0.043324977,3,0.00010891631,2,-0.037169784,0,0.63568896,1
18,-0.014009602,1941,-0.0030025095,4,0.028299233,2,0.027409034,35,0.01877633,1,0.00015093014,1,0.0007930696,1,0.00080200285,3,-0.06924485,3,0.071101785,10,0.040681705,5,0.063092425,3,0.03485056,5,0.10274644,1,0.0043610707,3,-0.07204023,3,0.006398174,3,0.009249903,2,-0.013204209,2,0.037118584,1,0.63082784,1
12,0.010135511,1963,0.002763942,4,-0.031343512,2,-0.027161008,31,-0.012540076,2,-0.0057456614,2,0.05291029,1,0.0031491024,1,-0.012550049,3,-0.07411794,4,0.0341947,2,-0.07615153,4,-0.021818992,5,-0.10706488,1,0.0019106448,2,0.024444437,3,-0.0074442765,2,0.03653714,4,-0.011862026,2,-0.038999252,0,0.6244821,1
24,0.023770442,4113,0.0041363332,3,-0.020517377,4,-0.09067681,28,-0.01061843,1,-0.00010077283,1,-0.00012455508,1,-0.0008623749,3,0.07957514,3,-0.07062219,2,0.124371186,4,0.039559886,2,0.05438118,2,-0.010727163,1,0.0020396654,2,0.027199179,3,-0.006065067,2,0.037929762,3,0.007675577,1,-0.019352254,0,0.41221073,0
36,0.033994727,4463,0.0059755147,4,-0.030259065,2,-0.0336909,26,-0.007355064,2,-0.0074703265,1,-0.00029296987,1,0.001135024,1,-0.009789417,0,-0.03913712,4,0.031013804,2,-0.07130551,3,-0.035079423,5,-0.104062855,1,-0.0026639914,2,0.02521018,3,-0.0053798063,3,-0.018435562,4,-0.0009172703,2,-0.03469357,0,0.64417166,1
6,-0.0017510082,2080,-0.0027049147,1,-0.0017482657,2,0.026090428,24,0.005173225,1,-0.0009044036,1,-0.001297635,1,0.0008328594,1,0.009722771,1,0.0063142525,1,-0.07044865,4,-0.038996406,3,0.037646852,3,-0.23128559,1,0.001239433,2,-0.023195941,3,0.007238105,3,0.015365408,3,-0.010528497,1,0.01936639,1,0.3727038,0
21,0.021054845,2319,0.0027139504,2,-0.010330392,1,0.00020090863,33,-0.01791528,1,0.00013080798,1,-0.0004432518,1,-5.7953876e-05,4,-0.08480195,1,-0.007105088,7,-0.103922755,2,-0.083365865,2,0.057394657,1,0.00032346044,1,0.00019873027,2,0.027102869,3,-0.0056511015,2,0.039510097,3,0.0087562315,1,-0.019020045,0,0.58359873,1
18,0.012291012,2864,0.011592094,2,-0.0066392124,1,-0.00015898608,34,-0.02814598,1,-0.0035775043,2,0.042813353,1,0.0041089654,4,-0.053768888,3,-0.059258528,3,-0.0896088,2,-0.030479526,3,-0.039148897,5,-0.08685214,1,-0.007017754,4,-0.057163764,3,-0.013387671,3,-0.0219496,2,0.006672108,1,-0.0057152295,0,0.69802296,1
24,-0.021452103,3777,0.00067831203,4,0.02112796,4,0.059361476,50,0.026080905,1,0.011145309,1,-0.0043636058,1,0.005195113,1,0.009163145,1,-0.021489156,3,0.07440682,5,0.03143887,3,0.026887592,5,0.08528656,1,-0.00043644197,4,0.06947135,3,0.016223919,3,-0.010879675,3,0.03439113,2,0.025142143,1,0.70305115,1
18,0.016584734,2427,0.004101578,4,-0.032114852,2,-0.03142257,42,-0.02928808,2,-0.00559023,1,-0.00010176562,1,0.00010994158,3,0.07629682,0,-0.044518963,10,-0.040156525,1,0.03943406,5,-0.0624138,5,-0.11473468,1,0.00043770578,3,0.0811121,3,-0.005121574,3,-0.016768405,3,0.009371908,1,-0.019676158,0,0.5832253,1
15,-0.015776686,4657,-0.005401045,3,0.020416096,2,0.027665809,30,0.010743999,1,0.0012285691,1,0.0001816582,1,-0.0018453995,1,0.011106617,3,0.06984213,2,-0.11885899,2,0.07736455,3,0.040158324,5,0.113113604,1,0.0035510028,2,-0.024669185,3,0.0065141423,3,0.013369539,3,-0.007335411,2,0.03713424,1,0.6234264,1
24,0.0237779,1442,0.0030415691,4,-0.031140734,4,-0.09023824,23,-0.0052580945,2,-0.004847765,1,0.00043673627,1,-0.00038414448,2,-0.077415645,3,-0.07039362,1,0.07433228,2,-0.07901739,4,-0.022329617,2,-0.009393933,1,0.0013784687,2,0.022896755,3,-0.0056891674,2,0.037892483,3,0.01002719,1,-0.019733276,0,0.61567414,1
