age,capital_gain,capital_loss,hours_per_week,sex_Male,workclass_Private,marital_status_Non_Married,occupation_Other,relationship_Non_Husband,race_White,native_country_US,label,pred_proba,pred_label,shap_age,shap_capital_gain,shap_capital_loss,shap_hours_per_week,shap_sex_Male,shap_workclass_Private,shap_marital_status_Non_Married,shap_occupation_Other,shap_relationship_Non_Husband,shap_race_White,shap_native_country_US
56,0,0,40,1,1,0,0,0,1,0,1,0.47118193,0,0.13163742,-0.0015286002,0.0067601055,0.10420719,-0.1620419,-0.02142982,4.560873e-05,1.8235296e-06,-0.0080992,-0.022823384,0.0054233074
31,0,0,20,1,1,1,1,1,1,1,0,0.2689484,0,-0.0021652277,-0.0016175954,0.00042915833,-0.004855157,0.008942981,0.0010468098,0.011390474,0.008455422,0.007076444,0.0025060973,-0.0036986438
47,0,0,60,1,0,0,0,0,1,1,1,0.702266,1,0.05289409,-6.988272e-05,-0.0042199492,0.08828582,-0.080388695,0.0020645745,-0.002388589,-0.001443591,-0.00262364,-0.0030422732,0.0139306225
26,0,0,40,0,1,0,0,1,1,1,1,0.5602896,1,0.034694612,0.0034007393,-0.0040714815,0.097453676,-0.0011163242,-0.011428777,0.00062258914,-0.0029760413,-0.15289065,0.0011422262,0.007154882
45,0,0,40,0,1,1,0,1,1,1,0,0.27182227,0,-0.0063441996,-0.013503719,-0.028957767,-0.03224176,-1.6162463e-05,-0.002528253,0.18937412,0.01460642,0.07133304,0.0005880336,0.004348747
33,0,0,45,1,1,0,1,0,1,1,0,0.39790106,0,-0.050824575,-0.028356057,-0.011972235,-0.07988945,0.19525568,-0.014764042,0.01431972,0.14702229,-0.018120322,0.0069511,-0.00426157
50,0,0,30,0,1,1,1,1,1,1,0,0.2690169,0,-0.012252637,0.002324077,0.00088742026,-0.0066843657,0.0002400612,-0.0024857116,0.026232762,0.012274156,0.013347498,-0.0007989941,-0.0020656602
59,0,0,50,1,1,0,1,0,1,1,0,0.38646156,0,-0.13533068,0.016307492,0.0105193015,-0.13957143,0.20777711,0.026248924,-0.002062317,0.12934044,-0.0056796,0.007594332,-0.011012906
51,0,0,35,0,0,1,0,1,1,1,0,0.27399638,0,-0.10089897,0.00056268997,-0.031697497,-0.044147998,-0.008231049,0.019911535,0.3253023,0.023074476,0.11297948,0.007794292,-0.0067093046
56,0,0,50,1,0,0,1,0,1,1,1,0.4391674,0,0.11654401,-0.012471806,-0.014774751,0.12282702,-0.17178972,0.0050898828,-0.004857259,-0.13875118,-0.007711325,-0.0045729,0.035889156
28,4064,0,45,1,1,0,1,0,1,1,0,0.38445523,0,-0.02474418,-0.0843314,-0.000743147,-0.10436378,0.15307303,-0.006107442,0.024272257,0.12380553,-0.008533629,0.00032055937,0.002661487
32,0,0,40,0,1,1,0,1,0,1,0,0.2709111,0,-0.026089558,-0.0040258653,-0.012657792,-0.047785413,-0.016860422,0.023235524,0.19577289,0.023842247,0.08468906,-0.009243101,-0.015320045
36,7688,0,40,1,1,0,0,0,1,1,1,0.71001244,1,0.03458547,0.12940368,-0.0050621703,0.05967264,-0.096462,-0.015288204,-0.005388938,-0.0010597408,0.006748542,0.007431969,0.009029631
42,0,0,40,1,1,0,1,0,1,1,0,0.36904785,0,-0.053757615,-0.009929429,-0.0032776296,-0.089663304,0.18222171,0.0063299295,0.013994273,0.13744336,0.0076454673,0.020410016,-0.052820448
44,0,0,40,0,1,1,1,1,1,1,0,0.26945922,0,-0.017488038,-0.0016748891,-0.0076999306,-0.042441107,-0.0011223824,0.008759419,0.12984294,0.060787883,0.06114379,-0.010478099,-0.03238409
34,0,0,37,0,1,1,1,1,0,1,0,0.269932,0,-0.031115135,-0.017819539,0.007864235,-0.03867679,-0.0002193423,-0.008950232,0.18487284,0.061798453,0.07277463,-0.002021023,-0.028207097
47,0,0,48,1,0,0,0,0,1,1,0,0.4945497,0,-0.07530477,-0.012049781,0.0070180055,-0.1409011,0.17220385,0.009442126,-0.0023611076,-0.0011684988,0.0065869857,-0.0022796504,-0.01809027
29,0,1408,40,0,0,1,0,1,1,1,0,0.2825142,0,-0.04116399,-0.00038517592,-0.08069326,-0.06187977,-0.024375916,-0.023186889,0.33495298,0.0292709,0.11395868,-0.009163788,0.01513299
41,0,0,40,1,1,1,1,1,1,1,0,0.2699266,0,-0.048156027,0.0021664363,0.013921018,-0.034044027,0.073962234,0.00077756075,0.23977369,0.050670385,0.10253907,-0.00072255905,-0.01103637
30,0,0,40,1,1,0,1,0,0,0,0,0.2767145,0,-0.0061632674,0.0033219906,0.0028239437,-0.02427963,0.03913379,0.0014202042,0.0014621314,0.027128717,0.0005896714,-0.0012642848,0.0041758064
53,0,0,40,0,0,1,0,1,1,1,0,0.27294415,0,-0.049684886,0.008616073,-0.012961607,-0.027480574,-0.012207525,-0.013248723,0.19302756,0.00761671,0.064584106,0.016860021,-0.0073162178
38,0,0,35,0,1,0,0,1,1,1,1,0.4751069,0,0.065464064,-0.0019503776,-0.011747617,0.11093402,-0.0007402189,-0.006238863,-0.0010019857,-0.0035554375,-0.20239876,0.0024412721,0.014041649
71,20051,0,50,1,0,0,0,0,1,1,1,0.72935057,1,0.09612591,0.4461974,0.00021012872,0.07825792,-0.113815725,0.019139484,0.010517944,0.002552826,-0.00017051399,-0.01191384,0.0125627555
40,0,0,40,1,0,0,0,0,1,1,0,0.44928104,0,-0.08018884,0.0017506517,0.003788177,-0.10780531,0.17053127,0.00018676743,0.010230657,0.0012075529,0.02367033,0.007017052,-0.027367303
55,0,0,50,1,0,0,1,0,1,1,0,0.30224735,0,-0.049041964,-0.0019547623,-0.0037618564,-0.063017026,0.09937871,-0.014825356,-0.014317437,0.06942831,0.011090474,0.00427786,0.0066038882
19,0,0,20,1,1,1,0,1,0,1,0,0.26923707,0,-0.0022543864,-0.0055285245,0.006276761,-0.02493874,0.042525943,0.000580563,0.088659965,0.0036763467,0.04217276,0.010357153,0.00059626024
51,0,0,40,1,0,0,0,0,1,1,0,0.48345423,0,-0.13736928,-0.0018551927,0.003553614,-0.09863716,0.17976439,-0.010310847,0.006857408,0.011377361,-0.013440667,0.00763572,-0.000737872
38,0,0,45,0,0,1,1,1,1,1,0,0.28324428,0,-0.019804753,-0.006131299,-0.043444425,-0.053951483,0.003741648,0.004319291,0.41427988,0.061448116,0.0913456,0.013235736,-0.013510158
28,0,0,40,1,1,1,1,1,1,1,0,0.26910475,0,0.017958404,0.009408568,0.008880845,-0.039891697,0.044342496,-0.005327269,0.07690892,0.030501556,0.045444876,0.0047126687,-0.010705262
38,0,0,50,1,1,0,0,0,1,1,0,0.6557235,1,-0.06014795,0.0077240914,0.0014777966,-0.10518265,0.11981633,-0.00019352883,0.0051922277,-0.007017132,-1.4454126e-06,0.0010225549,-0.004075788
53,0,0,70,0,0,1,1,1,1,1,0,0.2782917,0,-0.0345044,0.0062874705,-0.018719606,-0.05651218,0.014745387,0.018469803,0.2984177,0.03331066,0.084202595,-0.0041242265,-0.021510132
38,114,0,38,0,0,1,1,1,0,1,0,0.26977703,0,-0.029362638,0.0051532043,0.0033038985,-0.030656746,-0.0139255775,-0.0106013315,0.12520905,0.029651185,0.049776733,0.011317331,0.010248346
51,0,0,40,0,1,1,1,1,1,1,0,0.2691856,0,-0.0116534205,-0.0073290877,0.0032103467,-0.021021659,-0.0043204073,-0.0022649467,0.05904208,0.02562056,0.030092299,0.00019489136,-0.0092595
34,0,0,40,1,1,1,1,1,0,1,0,0.26907802,0,-0.016723718,0.0033016724,0.0019032155,-0.008459435,0.026001977,0.01804969,0.053009547,0.026719345,0.029327523,0.0037526714,-0.01158929
44,0,0,40,1,0,0,1,0,1,1,1,0.3757901,0,0.0774652,0.008862335,-0.0052687386,0.09224586,-0.18298014,0.010139106,0.023274105,-0.14450926,0.0014463551,-0.009995018,0.0011157547
46,0,1876,40,0,1,1,0,1,0,1,0,0.38280013,0,-0.071897835,0.019798651,-0.1401963,-0.053161725,-0.009911828,0.014507054,0.3804994,-0.049797665,0.106689915,0.025282834,0.0060572047
40,0,0,40,1,1,1,1,1,1,1,0,0.26992917,0,0.00086022966,-0.008129158,0.008723396,-0.04749345,0.062295146,0.014243518,0.17663857,0.06789749,0.018123267,-0.009667061,-0.0009190293
42,0,0,40,0,1,1,1,1,1,1,0,0.2701783,0,-0.025736658,-0.008338675,-0.014142623,-0.01804096,-0.0030261604,0.0052553215,0.17110507,0.059607904,0.054716274,-0.015562511,-0.008366153
29,0,0,40,1,1,0,1,0,1,1,0,0.31402856,0,-0.018835561,-0.0046360902,-0.039714802,-0.06281565,0.14688763,0.013534261,0.004162247,0.1007399,0.0009096712,0.011966042,-0.00395836
35,0,0,50,1,1,1,0,1,1,1,0,0.2694899,0,-0.024524866,0.014497542,0.005353472,-0.02671651,0.025430925,0.02391706,0.116469346,-0.002774654,0.050451048,0.008519397,-0.0145475445
27,0,0,50,1,1,1,1,1,1,1,0,0.26949185,0,0.004823118,-0.014742045,-0.01111693,-0.022054313,0.060334086,0.012595441,0.14669073,0.053880718,0.042321615,-0.011634823,-0.03051959
34,0,0,40,1,1,0,0,0,1,1,0,0.5286853,1,-0.04763855,0.013044942,0.0032873452,-0.10697177,0.17584698,0.0070420057,-0.0016791634,-0.006884914,-0.00080980733,-0.01118236,-0.028581796
36,0,0,35,1,1,0,1,0,1,1,0,0.48543608,0,-0.047870494,0.0054187905,0.0047775786,-0.08514001,0.15212525,0.03543723,-0.0076309685,0.15259223,-0.016246058,-0.008133659,-0.010405468
52,0,0,40,0,1,1,1,1,1,1,0,0.26998946,0,-0.03504803,0.0219909,-0.01413633,-0.02572965,0.018463908,-0.008267787,0.15020503,0.044497184,0.040810812,0.0092633385,-0.012435576
48,0,0,60,1,1,1,0,1,1,1,0,0.28061652,0,-0.015061312,0.03490955,-0.04001831,-0.08121729,0.09078807,-0.009386169,0.30767575,0.0010297745,0.059399888,-0.0058825472,0.028341558
45,0,0,60,1,1,0,0,0,1,1,1,0.5679569,1,0.08165877,0.01464276,0.012469932,0.17062421,-0.16576597,-0.018174134,0.01454499,0.0026160255,0.0067490116,-0.018477637,0.000963293
52,0,0,40,1,1,0,1,0,1,1,0,0.4440761,0,-0.10984625,0.011943428,0.012763759,-0.10706626,0.17962684,0.009907115,0.014275195,0.15667835,-0.008956198,-0.018856857,-0.021060837
34,4416,0,30,0,1,1,0,1,1,1,0,0.27065006,0,-0.008316051,-0.04677448,-0.004899525,-0.03280032,-0.0030027237,0.023517055,0.14452925,-0.0058734855,0.06037463,0.0029282626,-0.010364198
50,0,0,50,1,1,0,0,0,1,1,1,0.69481385,1,0.06589071,0.0009534247,-0.010617152,0.081596665,-0.0853951,-0.0064329207,-0.0009840764,0.008647036,0.0069641396,0.00027791783,0.0037994497
25,0,0,40,1,1,0,1,0,1,1,0,0.31011257,0,-0.02432261,0.0020195507,-0.009491621,-0.064539246,0.1310164,0.0060087605,0.01416366,0.08892325,0.0011671456,0.00091224024,-0.011633768
34,0,0,40,1,1,0,0,0,1,1,1,0.689607,1,0.02661592,0.00046208873,0.00043563172,0.057941776,-0.06681397,-0.009502195,-0.002970919,0.0051404163,-0.0034004226,-0.0041365996,0.00794201
37,0,0,40,1,1,1,0,1,1,1,0,0.2694357,0,-0.011881466,-0.0016980988,0.0067383233,-0.028666504,0.04130979,0.0021938453,0.095601186,-0.010804178,0.052016422,-0.007857219,-0.0119771045
41,0,0,25,0,1,0,1,1,1,1,1,0.46809652,0,0.07438899,-0.005696574,-0.007513527,0.07111128,-0.0022160988,-0.00015680306,-0.0067962427,-0.12854111,-0.19707121,-0.001568146,0.021441938
36,0,0,53,1,0,0,1,0,1,1,1,0.43972015,0,0.04353285,0.007999504,-0.006130459,0.14292777,-0.17701265,0.006879976,0.0008132048,-0.14701913,0.002542466,0.003426604,0.022085736
34,0,0,50,1,0,1,0,1,1,0,0,0.2743249,0,-0.022514397,-0.0014562816,0.010786643,-0.03953359,0.092825264,0.014924733,0.28611878,-0.027774815,0.07197481,-0.030519731,-0.0013989217
41,0,0,40,1,0,0,0,0,1,1,1,0.5067956,1,0.06874953,0.003000928,-0.012417151,0.12889013,-0.15802951,0.0036953911,0.0012096446,0.0021519978,-0.009549266,-0.010201244,0.015988143
50,0,0,40,0,1,1,1,1,1,1,0,0.2699051,0,-0.023974642,0.011715427,-0.008829107,-0.03137009,-0.017977009,-0.006495917,0.12891397,0.04545136,0.072113104,-0.0011939127,4.7373585e-05
35,0,0,40,1,1,0,0,0,1,1,1,0.4187184,0,0.052614305,-0.0015933365,0.019210646,0.08875348,-0.19015998,-0.014322661,0.0056664534,0.00820761,-0.0015387386,-0.014382012,0.020067036
42,0,0,40,0,0,1,0,1,1,1,1,0.281356,0,0.023072526,0.019340124,-0.019051855,0.052905906,0.004495568,0.0042309207,-0.40307215,0.018779282,-0.062465485,-0.036142096,0.0076165968
65,0,0,40,1,0,0,0,0,1,1,0,0.53217876,1,-0.13702367,0.020819748,-0.0036891568,-0.101878844,0.15617494,-0.0062121823,-0.01595112,-0.0058614686,0.004859619,0.020810535,-0.041011
28,0,0,40,0,1,1,1,1,1,1,0,0.27026436,0,0.013794107,0.02393879,0.004290753,-0.028154667,0.008852474,-0.00528608,0.16560292,0.036289353,0.06391409,-0.01251982,-0.030412538
42,0,0,44,1,1,0,0,0,1,1,1,0.65463316,1,0.06195814,0.00403719,0.0034823269,0.093033396,-0.11999531,-0.01641956,-0.0020620525,-0.007145066,0.012159824,-0.002427943,0.019091219
41,0,0,10,0,0,0,0,1,1,1,1,0.630672,1,0.060890786,0.012470424,0.009397395,0.02481949,-0.003066875,-0.011524044,-0.00048288703,-0.0006582029,-0.12178401,0.0014010407,0.017052038
41,0,0,40,1,0,1,1,1,1,1,0,0.26911113,0,-0.0140139405,-0.008986466,0.011183513,-0.010904722,0.029389914,-0.0045596655,0.068671554,0.024751682,0.031142788,0.006436605,-0.004032165
40,7298,0,48,1,0,0,0,0,1,1,1,0.71508193,1,0.035074543,0.10647179,-0.005424395,0.06833707,-0.077317104,0.0036604963,0.00089136884,0.0026565418,0.0045507587,0.001991462,0.007819161
55,0,0,40,1,1,0,1,0,1,1,1,0.35814017,0,0.08150589,-0.0038701328,-0.018106926,0.07909232,-0.14101142,-0.002620438,0.003969494,-0.12489582,0.014151165,0.0009892122,0.0052524335
53,0,0,40,1,0,1,0,1,1,1,1,0.27019647,0,0.03935966,-0.0005080928,0.0019993582,0.04195493,-0.04542383,0.001851684,-0.1887118,0.0077769337,-0.069843814,0.011265919,0.0007163645
61,0,0,40,1,0,0,0,0,1,1,1,0.5209936,1,0.14421737,-0.022032235,-0.0018244945,0.10756984,-0.17581312,-0.002120657,0.014344532,0.010990292,-0.0010971166,-0.007672878,0.027225075
53,0,0,40,1,0,0,0,0,1,1,1,0.54847807,1,0.10767464,0.004619967,0.0084395,0.11434366,-0.16768521,-0.008116826,0.0103875715,-0.015626825,0.0025852434,-0.010612845,0.014710724
47,0,0,60,1,1,0,1,0,0,1,1,0.28335443,0,0.02734307,-0.00073001406,0.00035903312,0.052372146,-0.06327885,-0.008375026,-0.0037116557,-0.04701374,0.0035330332,-0.0016187631,0.0088607315
45,5013,0,40,1,0,0,1,0,1,1,0,0.509187,1,-0.07518425,-0.106138796,0.005586611,-0.11173397,0.16370982,-0.004177917,-0.012950271,0.105667405,0.0070805456,-0.014541337,-0.019949261
52,14344,0,40,1,1,1,0,1,0,1,1,0.28471088,0,0.06829856,0.15686938,0.0029216078,0.042248517,-0.078913674,-0.036202785,-0.3150501,-0.0037279483,-0.12605247,0.015699929,0.035297487
43,0,0,30,1,0,0,1,0,1,1,0,0.32819387,0,-0.0499201,-0.012593215,-0.0022843638,-0.048178747,0.14396428,0.0054554194,0.008365568,0.1233452,-0.0064622136,0.012309162,-0.026483804
17,0,0,10,1,1,1,1,1,1,0,0,0.26895,0,0.002634249,-0.0011166203,-0.0016186654,-0.0018454148,0.008707439,0.0011412,0.015463555,0.0060821828,0.010185186,-0.0011516373,0.0021357331
56,0,0,40,1,1,0,1,0,1,1,0,0.2869924,0,-0.044597033,0.008362763,-0.0038735433,-0.038536917,0.07105125,0.0034659544,0.0071293535,0.045710202,0.009823555,-0.00095370994,-0.00388204
58,0,0,30,0,1,1,1,1,0,1,0,0.26904073,0,-0.012546714,0.0015418703,0.0016233188,-0.008774646,-0.00090961764,-0.003789077,0.02849068,0.009578414,0.015936457,0.0027335691,-0.0018071973
56,0,0,40,1,1,0,0,0,1,1,1,0.6927293,1,0.07098148,-0.0019453056,0.008421861,0.06292843,-0.08291242,-0.011697702,-0.008175172,-0.000674434,0.0036827587,0.0033106953,0.0037233233
40,0,0,40,1,1,0,0,0,1,0,0,0.6350323,1,-0.060972624,0.004287254,-0.0053785034,-0.093071975,0.12147126,0.011702947,-0.0008048564,0.003527958,-0.0046949238,0.0059467517,0.0019111261
24,0,0,50,0,1,1,1,1,1,1,0,0.26955694,0,0.012959378,0.007931441,-0.011587933,-0.034138463,5.473313e-05,0.0080921445,0.11229759,0.036481075,0.0682393,-0.0026499196,-0.009361714
32,0,0,40,1,1,0,1,0,1,1,0,0.32321146,0,-0.02746343,0.017270466,0.0005726493,-0.076321974,0.13905163,-0.0024048425,-9.711692e-05,0.10649094,0.007337043,-0.010775495,-0.030770337
40,0,0,40,1,1,0,1,0,1,1,0,0.33156472,0,-0.044767443,-0.023266584,-0.006781941,-0.07218606,0.1519301,0.00026033958,0.010111669,0.11114278,-0.0015496938,0.003401185,-0.003371519
22,0,0,50,1,0,1,1,1,1,1,0,0.2690672,0,-0.005267137,0.0023755839,-0.0042992756,-0.020290913,0.03136925,-0.0015341474,0.051800497,0.015306469,0.02811398,0.0025390927,0.0024853253
53,0,0,40,1,1,1,1,1,1,0,1,0.26943976,0,0.027435904,0.036226735,-0.010237327,0.03633577,-0.06452122,-0.034083918,-0.14284684,-0.05307109,-0.07916354,0.024269026,0.024477592
35,0,0,40,1,0,0,1,0,1,1,0,0.51114434,1,-0.06495273,-0.0027568992,0.0007818118,-0.09232985,0.16511352,0.0029838383,0.0016474463,0.109591536,0.011968734,-0.0065143444,-0.014827441
25,2463,0,40,1,0,1,1,1,0,1,0,0.27018288,0,-0.027710423,-0.018785562,0.027695542,-0.044998027,0.08149483,0.0055762897,0.19013163,0.051296834,0.042068128,-0.016228078,-0.0019339495
35,0,0,40,1,1,0,1,0,1,1,0,0.3218284,0,-0.03977115,-0.00023768283,0.013789746,-0.072534174,0.14704971,0.0223076,-0.00086084334,0.10456534,-0.00010834681,-0.013477363,-0.0139560755
66,0,0,40,0,1,1,0,1,0,1,0,0.27402228,0,-0.090755604,0.023378989,0.011988668,-0.063911155,-0.016055625,0.0116096325,0.24936272,0.0040733228,0.07496412,0.007704266,0.010383083
34,0,0,40,0,0,0,0,1,0,1,1,0.63872015,1,0.036478445,0.002164159,0.007207513,0.09397724,0.0017424673,-0.0035501532,0.0021552779,-0.010657545,-0.1190548,0.012278914,0.007095944
39,7688,0,45,1,1,0,0,0,1,1,1,0.72022796,1,0.03452687,0.09509826,-0.002299253,0.056390002,-0.066334315,-0.0047410466,0.006426066,-0.0026695132,-0.0044795536,-0.0033118613,0.0077683814
38,7688,0,40,1,0,0,0,0,1,1,1,0.6609142,1,0.051868085,0.20501937,-0.011748519,0.09194441,-0.14551283,0.0042329244,-0.0066777878,-0.0088905655,0.008099761,0.020890024,0.020820417
35,0,0,40,1,1,0,1,0,1,1,0,0.49471936,0,-0.02665576,0.013018858,-0.014047908,-0.105286464,0.15551811,0.0028030463,0.0022959802,0.112735756,0.006287979,-0.012470465,-0.015707936
46,0,0,40,0,0,1,1,1,1,1,0,0.26995826,0,-0.004965752,0.0037529517,0.01054716,-0.026305245,0.0076354346,0.0074069053,0.13079716,0.024291392,0.044477336,0.00061247847,-0.001861375
17,0,0,15,1,1,1,1,1,1,1,0,0.26895216,0,-0.0015258396,0.0016730576,0.0043913857,-0.0044692275,0.008469753,-0.0016868262,0.013626804,0.009252043,0.009639525,0.0034367626,-0.0031052
31,0,0,40,0,1,1,1,1,0,1,0,0.26995108,0,-0.024437517,-0.00032201753,-0.009833879,-0.031349998,0.00944832,0.0016857571,0.1757508,0.043568514,0.066542804,-0.002865965,-0.0066180266
25,0,0,50,1,1,1,0,1,0,1,0,0.27166378,0,-0.031990875,0.03120434,-0.010761738,-0.036588732,0.08108908,0.012619047,0.25687665,-0.01864994,0.06850444,-0.005199137,-0.011293122
32,0,0,40,1,1,1,0,1,1,1,0,0.27150536,0,-0.026493508,-0.008377365,0.025643822,-0.05258516,0.10870269,-0.008708224,0.28759906,-0.028743597,0.057321705,0.0041137678,-0.005016512
42,0,0,40,0,1,1,0,1,1,1,0,0.2729075,0,-0.025839062,0.010049467,-0.01836335,-0.025237191,-0.024510104,0.028743569,0.23016205,0.017575622,0.045381483,0.0010419879,-0.019825893
24,0,0,40,1,1,1,1,1,1,1,0,0.26903802,0,-0.000919635,-0.001345303,-0.0064405673,-0.003414945,0.022420295,0.0014753414,0.045051016,0.028801974,0.021240955,0.0045778593,-0.0015590376
63,0,0,16,1,1,0,0,0,1,1,0,0.4979494,0,-0.14993237,-0.0060502123,-0.00816768,-0.048302054,0.17446187,0.014849016,0.00494921,-0.020121988,0.0012178868,0.0029513538,-0.0028676055
35,0,0,55,1,1,0,0,0,1,1,1,0.51488614,1,0.0570994,0.011166636,0.0015168563,0.15149878,-0.17157447,-0.026032258,-0.0035226047,0.010178471,-0.011222715,-0.0028630234,0.023233304
26,0,0,40,1,1,0,0,0,1,1,0,0.4482804,0,-0.022474613,0.008978989,-0.005750736,-0.09849656,0.19602527,0.006047981,0.024403598,-0.009256426,0.00010181591,-0.011596875,-0.0118870195
64,0,0,20,1,1,0,1,0,1,1,0,0.38289124,0,-0.100412935,0.004440563,-0.0041657453,-0.04133535,0.14787957,0.009851611,-0.018825375,0.14967024,-0.0009678947,-0.0034950543,-0.00062619336
44,0,0,40,1,1,0,0,0,1,1,1,0.5087671,1,0.084913336,-0.0055948626,-8.426048e-05,0.111351766,-0.16929497,-0.023159886,0.0008271206,-0.0024338719,-0.006865779,0.006778164,0.024656188
19,0,0,40,0,1,1,1,1,1,1,0,0.26933864,0,-0.001995769,0.008603461,-0.0033197836,-0.037084542,0.010756349,-0.00023743312,0.104415126,0.05336432,0.05460563,-0.004822701,-0.0033325925
25,0,0,40,0,1,0,1,1,1,1,0,0.4671496,0,-0.017070852,0.013339916,-0.028180989,-0.10263562,-0.012076391,0.018866077,-0.0049747787,0.12278499,0.16970755,0.0063080955,0.013296252
25,0,0,40,0,1,1,0,1,0,1,0,0.26963517,0,-0.0025211878,-0.012020344,0.0108515,-0.04025241,-0.0050125606,-0.005936479,0.12422902,-0.005098243,0.05638847,-0.0044658664,-0.005542857
30,0,0,50,1,1,0,0,0,1,1,0,0.66732705,1,-0.022721108,0.0062615387,-0.003681004,-0.08672759,0.086146325,0.016401757,-0.005837422,0.0029419102,0.009674214,-0.0078908615,-0.008914083
35,0,0,40,1,1,0,1,0,0,1,1,0.51775616,1,0.042029187,0.0032057278,-0.013769299,0.08832115,-0.14921746,-0.008362785,0.01350069,-0.13114741,-0.003610924,0.018753406,-0.0021588728
55,0,1887,70,1,0,0,1,0,1,1,1,0.50456,1,0.09705173,-0.025062736,0.22623298,0.18798372,-0.16062777,-0.0015497264,0.017409408,-0.13529497,0.0028962716,-0.00847109,0.035771508
27,0,0,40,0,0,1,0,1,1,1,0,0.287816,0,0.0010103363,0.01545619,-0.023919666,-0.05023563,-0.019114716,-0.01427169,0.3737552,0.034027558,0.10488451,-0.0030681053,-0.057097994
37,0,0,30,1,1,1,1,1,0,1,0,0.26905397,0,-0.02072311,0.004462094,0.0036898262,-0.011710446,0.029219322,0.018540367,0.06257837,0.02548043,0.03465428,-0.0009227225,-0.009790999
53,0,0,50,1,1,0,0,0,1,1,1,0.5599302,1,0.12519506,0.007857865,0.018363547,0.14852563,-0.19348815,-0.019256445,0.012981905,-0.0051565133,-0.0061764773,0.0030235834,0.008290131
28,0,0,50,0,1,1,0,1,1,1,0,0.27122492,0,-0.014546697,0.006325192,-9.4042625e-06,-0.06406178,0.004470192,0.0035093757,0.19847846,-0.011066143,0.059252605,0.020621387,0.0036020102
19,0,0,20,0,1,1,0,1,1,1,0,0.27025715,0,0.023068348,0.009968473,0.00042298646,-0.031361554,-0.01275666,-0.008777547,0.13794842,-0.028874364,0.050502814,0.021030676,0.01859703
61,0,0,40,1,0,0,1,0,1,1,0,0.38035557,0,-0.11555118,0.027306013,0.00879022,-0.07590327,0.17051974,0.005784423,0.0073897783,0.12748086,-0.011937821,-0.01059642,-0.046180554
35,0,0,60,1,1,0,0,0,1,1,1,0.47977394,0,0.052403104,0.009311641,-0.0012060888,0.17580959,-0.187271,0.0044679344,-0.0010048896,-0.012303818,-0.004834829,-0.012423366,0.005915774
26,0,0,40,1,1,0,1,0,1,1,0,0.33633214,0,-0.024041338,0.0046119397,-0.008521595,-0.07187736,0.16259095,0.011200333,0.016825303,0.11224225,-0.0051237047,0.00539274,-0.023898806
48,0,0,75,1,1,0,0,0,1,1,0,0.7082617,1,-0.050790604,-0.011938151,-0.0032280944,-0.13213462,0.07590236,0.009236872,0.0020496473,0.0014863573,-0.0018407926,-0.004684694,0.0036179945
30,0,0,38,0,0,0,0,1,1,1,0,0.40449202,0,-0.030839777,-0.005242927,-0.0050273854,-0.09738069,0.010667255,-0.0011026245,0.004269816,-0.012893213,0.1890488,0.009579206,-0.008182306
21,0,0,20,1,1,1,1,1,0,0,0,0.2690195,0,-0.009131029,0.016516665,0.009079259,-0.043376204,0.024172686,0.011206265,0.05702565,0.025360644,0.05422733,0.007326007,-0.0034637756
33,0,0,40,1,0,0,1,0,1,1,0,0.28466943,0,-0.019224884,0.00069088873,0.002091799,-0.044166643,0.0705967,-0.0013678374,0.0027372497,0.052287936,0.009968012,-0.0018332945,-0.0053537167
56,0,0,40,0,1,1,1,1,1,1,0,0.27007958,0,-0.05155655,0.0226166,0.008627221,-0.05642909,-0.02634917,0.024814108,0.17504463,0.062435884,0.06548747,-0.009806333,-0.017447334
23,0,0,32,1,1,1,1,1,1,1,0,0.2690671,0,-0.0057232375,0.0015147905,-0.017741757,-0.01984079,0.04359481,0.008867926,0.07488026,0.038464304,0.03179594,0.00027278042,0.012623229
69,0,0,35,1,0,0,0,0,1,1,0,0.58466136,1,-0.15452698,0.023174748,0.00094628707,-0.07222753,0.14367804,-0.001209002,-7.005036e-05,0.006050084,-0.02582334,-0.0020477623,-0.017305735
43,0,0,40,1,1,1,0,1,1,1,0,0.26981384,0,-0.018484421,-0.009055335,-0.009254911,-0.015477909,0.025536302,0.006140517,0.1099686,0.020808723,0.042304516,-0.00938074,-0.003862892
61,0,0,45,0,1,1,0,1,1,1,0,0.2708896,0,-0.06346556,-0.0026384674,-0.02680671,-0.036851395,0.0232679,-0.001932695,0.16442512,0.021320615,0.050869714,0.009161217,0.01248837
17,0,0,15,0,1,1,1,1,1,1,0,0.26899445,0,0.0012068159,0.004398869,-0.0038847877,-0.0064619808,-0.0011377339,0.0027777064,0.023898166,0.012778145,0.016940959,-0.00013796636,0.00045777345
45,0,0,40,1,0,0,0,0,1,0,1,0.49985322,0,0.09143095,-0.0044852737,-0.00838583,0.11424785,-0.19444227,0.0007689148,0.0057922434,-0.0021678787,0.004136443,0.0064155553,-0.002073342
55,0,0,53,1,1,0,1,0,1,1,1,0.38598832,0,0.10127696,0.021508073,-0.0023244293,0.13705046,-0.17227866,-0.015786417,0.00653556,-0.1694551,-0.008796807,-0.014078714,0.02262605
26,0,0,50,1,1,1,1,1,1,1,0,0.26974174,0,0.005964725,0.0025766753,-0.034915667,-0.04371938,0.057513587,0.014338042,0.17215444,0.054701384,0.07057513,0.009877017,-0.008533
